texto,ministro,link,dia_publicacao,pandemia,morte_publicacao,atualizacao_casos,noticia_falsa,recomendacao_publicacao,situacao_atual,tipo_publicacao,origem_publicacao,"publico_alvo
"
"Obras do hospital de campanha a todo vapor

🏗️🏥O presidente @jairmessiasbolsonaro e o ministro da Saúde, @henriquemandetta conferiram as obras do primeiro hospital de campanha financiado pelo @governodobrasil exclusivo para o atendimento de pessoas com #coronavírus. A unidade ficará pronta em 15 dias e será o modelo para Manaus (AM) e outras cidades.
Saiba mais em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-4Uqgkh-Tm/,12/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"Manaus vai receber reforço de profissionais de saúde para combater o #coronavírus. A capital do Amazonas vive um cenário em que a capacidade de atendimento hospitalar está perto do limite.
O Ministério da Saúde vai chamar, a partir da próxima segunda-feira (13), os primeiros profissionais cadastrados no Programa Brasil Conta Comigo, para auxiliar estados e municípios nas ações de enfrentamento ao coronavírus. Saiba mais: https://bit.ly/3c8VSqW",mandetta,https://www.instagram.com/p/B-4o_Mpg18O/,12/04,sim,nao,nao,nao,sim,sim,arte,ms,geral
"Arrecadação Solidária

Presidente do Conselho do Pátria Voluntária, a primeira-dama Michelle Bolsonaro convida todas as pessoas a exercerem a união e a solidariedade no combate à pandemia da Covid-19. Conheça a Arrecadação Solidária e ajude diversas instituições que, por meio da força do voluntariado, acolhem as populações mais vulneráveis. Acesse: patriavoluntaria.org #BoraFazeroBem @michellebolsonaro",mandetta,https://www.instagram.com/minsaude/,12/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 12/04.",mandetta,https://www.instagram.com/p/B-5MT8bAkAm/,12/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"RECADO PARA AS CRIANÇAS! 👦👧
Será que você ou alguém próximo está com sintomas da COVID-19, doença causada pelo coronavírus? Saiba o que fazer e acesse a história completa em
tinyurl.com/s93dd5n ou saude.gov.br/coronavirus
#coronavirus #covid19",mandetta,https://www.instagram.com/p/B-5iHu2AxeV/,12/04,sim,nao,nao,nao,sim,nao,arte,ms,criancas
"No enfrentamento ao coronavírus, toda força é importante. Por isso, o Ministério da Saúde convocou os estudantes dos dois últimos anos de medicina e do último ano de enfermagem, farmácia e fisioterapia para atuar nos postos de saúde, UPAs e hospitais do SUS em todo território nacional. Uma força-tarefa para auxiliar os profissionais de saúde que já estão na linha de frente.",mandetta,https://www.instagram.com/p/B-5joNVA_UC/,12/04,sim,nao,nao,nao,nao,sim,arte,ms,profissionais_saude
"O @minsaude, em parceria com o @whatsapp, oferece um canal direto para você tirar todas as suas dúvidas sobre o coronavírus (Covid-19). Por lá, você encontra informações sobre Fake News (notícias falsas), dicas de prevenção, como funciona o tratamento e o isolamento domiciliar, e muito mais.",mandetta,https://www.instagram.com/p/B-7yKjmA7I5/,13/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 13/04.",mandetta,https://www.instagram.com/p/B-75KqvgLsG/,13/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Fique atento às recomendações de proteção para crianças para evitar acidentes domésticos no período de isolamento e colabore com a preservação dos leitos hospitalares, fundamentais para o cuidado de pacientes infectados pelo novo coronavírus (COVID-19).",mandetta,https://www.instagram.com/p/B-8FAztgwxy/,13/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O SUS cada vez mais forte contra o #coronavírus. Hoje, o @minsaude comprou, de empresa nacional, 4.300 respiradores, equipamentos fundamentais para o tratamento da doença. O investimento para a aquisição dos respiradores é de R$ 258 milhões.",mandetta,https://www.instagram.com/p/B-8PyVogHcV/,13/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
Os respiradores mecânicos são essenciais no tratamento de doentes graves com coronavírus. A estimativa é de que cada respirador poderá atender até dez pessoas.,mandetta,https://www.instagram.com/p/B-8WIaMAE_f/,13/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O @minsaude enviará os primeiros profissionais de saúde para reforçar o combate ao #coronavírus à cidade de Manaus (AM). Serão 7 médicos e 10 enfermeiros que chegarão a partir desta quinta-feira (16). O objetivo desse reforço é aumentar a capacidade de atendimento à população. O Ministério da Saúde vai pagar a diária e passagem desses profissionais, além de promover sua capacitação. Saiba mais: https://bit.ly/3ciWgDw",mandetta,https://www.instagram.com/p/B-8ZkdCgI4Q/,13/04,sim,nao,nao,nao,nao,sim,arte,ms,geral
"Começou no dia 23 de março a vacinação contra a gripe para todos os idosos com 60 anos ou mais e para os trabalhadores da saúde. Previna-se. Procure um posto de saúde e leve a caderneta de vacinação. Em caso de fila, mantenha uma distância de pelo menos 2 metros dos demais, principalmente os idosos. Informe-se se na sua cidade haverá uma estratégia de vacinação diferenciada. Gripe. Tem que vacinar.",mandetta,https://www.instagram.com/p/B-9XXZLFN8i/,14/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Sem o risco de estragar rapidamente, os alimentos ultraprocessados parecem ser a única saída para quem busca praticidade. Mas não caia nessa! É possível manter uma alimentação adequada e saudável, com comida de verdade, de maneira fácil e prática. Confira nosso guia prático de como manusear e utilizar os alimentos de forma adequada. Acesse o link na bio e, em seguida, clique em ""Saúde Brasil - guia de alimentação""",mandetta,https://www.instagram.com/p/B-9lI72gVx8/,14/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Hoje é um dia para dar visibilidade à doença de Chagas, uma doença silenciosa e considerada negligenciada por muitos, mas que afeta milhares de brasileiros. O dia 14 de abril foi escolhido como o Dia Mundial da Doença de Chagas em alusão ao dia em que Carlos Chagas fez, em 1909, o diagnóstico do primeiro paciente com a enfermidade, a brasileira Berenice, na época, com 2 anos de idade.
O Ministério da Saúde vem juntando esforços na busca de inovações e intensificação das ações de redução da carga da doença no país. Veja as medidas que estamos tomando para financiar pesquisas e dar visibilidade à doença de Chagas.",mandetta,https://www.instagram.com/p/B-9wK5AgVab/,14/04,nao,nao,nao,nao,nao,nao,arte,ms,geral
⚗️🧬 O @minsaude tem apoiado e monitorado diariamente pesquisas com objetivo de identificar um tratamento efetivo para a COVID-19. Um desses estudos usará o plasma de pessoas recuperadas de COVID-19 para imunizar pacientes com #coronavírus.,mandetta,https://www.instagram.com/p/B--G-67Hx2H/,14/04,sim,nao,nao,nao,nao,sim,arte,ms,geral
"Em parceria com os hospitais do Programa de Apoio ao Desenvolvimento Institucional do Sistema Único de Saúde (ProadiSUS) – @hospitalalemaooswaldocruz, HCor, @hosp_einstein, @hospitalmoinhosdevento e @hsiriolibanes, o Tele-UTI é mais uma ferramenta para os hospitais que possuem leitos S",mandetta,https://www.instagram.com/p/B--OiLqgQzo/,14/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil até as 14h de 14/04.",mandetta,https://www.instagram.com/p/B--YXF_gGAq/,14/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"União de forças

Nos momentos difíceis, precisamos intensificar nossa solidariedade ao próximo. Por isso, o @governodobrasil, além das ações que tem realizado para minimizar os impactos da crise do coronavírus, juntou esforços com a sociedade civil para ajudar e levar mais conforto a quem mais precisa.",mandetta,https://www.instagram.com/p/B--g2L4g-Wd/,14/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"🔬O Ministério da Saúde quer aumentar a capacidade do Brasil de realizar testes de #coronavírus. Por isso, abriu chamada pública para contratar empresas para processar 30 mil testes RT-PCR por dia. Confira a chamada: https://bit.ly/2XAUd9r
3 sem",mandetta,https://www.instagram.com/p/B--i1s3JAGM/,14/04,sim,nao,nao,nao,nao,nao,arte,ms,empresas
Confira a atualização dos casos recuperados de #coronavírus no Brasil até 14/04.,mandetta,https://www.instagram.com/p/B--rTKpA2aY/,14/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"A primeira etapa foi um sucesso!
⠀
A partir de 16 de abril, começa a segunda fase para vacinar doentes crônicos, profissionais das forças de segurança e salvamento, povos indígenas, motoristas e cobradores de transporte coletivo.",mandetta,https://www.instagram.com/p/B--tPwzgbjc/,14/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Fique atento às datas de vacinação contra a gripe e, se você faz parte do público prioritário, procure um posto de saúde e leve a caderneta de vacinação.",mandetta,https://www.instagram.com/p/B-_8fhCgHwe/,15/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Saúde na Hora

O @minsude disponibilizou R$ 1,7 bilhão para a ampliação do horário de atendimento dos postos de saúde e reforçar o combate ao #coronavírus. Mas só 7% dos município aderiram ao #SaúdeNaHora.
Acessar esse dinheiro é super fácil. Confira no vídeo!",mandetta,https://www.instagram.com/p/B_AIDV0g1uV/,15/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"O @minsaude, em parceria com a UNA-SUS, lançou o curso “Orientações gerais ao paciente com #covid_19 na Atenção Primária à Saúde”.
⠀",mandetta,https://www.instagram.com/p/B_AKS4KgI-G/,15/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
Você não precisa sair de casa para tirar dúvidas sobre o coronavírus.,mandetta,https://www.instagram.com/p/B_AVxLcgXit/,15/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"O SUS está entrando em contato com os cidadãos para acompanhar as informações sobre #coronavírus. No identificador de chamadas vai aparecer o número do Disque Saúde 136 ou 00136. Mas, atenção: ⚠ o Ministério da Saúde NÃO PEDE DADOS PESSOAIS nem DOAÇÕES ou TRANSFERÊNCIAS EM DINHEIRO ⚠. Também é importante alertar: não clique em links duvidosos nem códigos por mensagem.",mandetta,https://www.instagram.com/p/B_A040jBTPP/,15/04,sim,nao,nao,sim,nao,nao,arte,ms,geral
"ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil até as 14h de 15/04.",mandetta,https://www.instagram.com/p/B_A8ysrB9RZ/,15/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"A vacinação contra a gripe já está acontecendo. Fique atento se você faz parte do público prioritário da campanha. Procure um posto de saúde e leve a caderneta de vacinação. Em caso de fila, mantenha uma distância de pelo menos 2 metros dos demais, principalmente os idosos. Informe-se se na sua cidade haverá uma estratégia de vacinação diferenciada.",mandetta,https://www.instagram.com/p/B_BESo2AxoZ/,15/04,nao,nao,nao,nao,sim,nao,video,ms,geral
"🏥 Reforço no atendimento à população. O Ministério da Saúde vai garantir o funcionamento de 220 leitos de UTI, por 90 dias, nos estados do BA, RJ, RS, SP e PI. É mais um reforço aos estados no enfrentamento da pandemia do coronavírus. Esses equipamentos são exclusivos para o atendimento de pacientes com #coronavírus e receberão recurso do Governo do Brasil para manutenção. Saiba mais https://bit.ly/3bcPXRN",mandetta,https://www.instagram.com/p/B_BZYRIALb3/,15/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"A vacina é a forma mais eficaz de se proteger da gripe. Se você faz parte do público que deve se vacinar, fique atento às datas. Procure um posto de saúde e leve a caderneta de vacinação. Em caso de fila, mantenha uma distância de pelo menos 2 metros dos demais, principalmente os idosos. Informe-se se na sua cidade haverá uma estratégia de vacinação diferenciada.",mandetta,https://www.instagram.com/p/B_CaMVvgIvT/,16/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"O Ministério da Saúde preza pela segurança dos profissionais de saúde. 😷Por isso, as máscaras cirúrgicas distribuídas aos estados têm três camadas e filtragem mínima de partículas de 95%.
⚠️Portanto, a máscara apresentada no vídeo que circula nas redes sociais não foi distribuída pelo Ministério da Saúde. O vídeo espalha uma #fakenews
Se você receber uma mensagem com conteúdo duvidoso, não compartilhe antes de checar. Saiba mais saude.gov.br/fakenews",mandetta,https://www.instagram.com/p/B_CbRsKlwBW/,16/04,sim,nao,nao,sim,nao,nao,arte | foto,ms,geral
"Crianças contra o coronavírus

Todos nós devemos nos proteger do #coronavírus neste momento de pandemia. A participação das crianças neste processo é muito importante. Por isso, o Ministério da Saúde fez um filme e uma cartilha especial para ensinar aos pequenos o que é o coronavírus e quais os cuidados devemos ter. Junte as crianças, assista ao vídeo e baixe a cartilha!",mandetta,https://www.instagram.com/p/B_C9muYAof3/,16/04,sim,nao,nao,nao,sim,nao,video,ms,criancas
"Estão chegando hoje (16/04) os primeiros profissionais de saúde voluntários da Força Nacional do SUS que vão reforçar o atendimento em Manaus, capital do Amazonas. Ao todo, o Ministério da Saúde enviará cinco médicos e 12 enfermeiros de seis estados (RJ, GO, DF, MG, SP e TO).
⠀",mandetta,https://www.instagram.com/p/B_C_2vmgXus/,16/04,sim,nao,nao,nao,nao,nao,foto,ms,geral
"Se você tem alguma doença crônica, vacine-se contra a gripe. Fique atento às datas e procure um posto de saúde. Leve a caderneta de vacinação.
Saiba quem deve tomar a vacina em saude.gov.br/vacinabrasil
#VacinaBrasil",mandetta,https://www.instagram.com/p/B_DDYESApfW/,16/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"A iniciativa vai beneficiar mais pessoas com a doença, que é uma das principais comorbidades que podem causar o agravamento do coronavírus, principalmente em idosos. Antes, apenas pacientes com o tipo 1 da doença, com idade até 15 anos e a partir de 60 anos, tinham acesso às canetas de insulinas.",mandetta,https://www.instagram.com/p/B_DX5bmAODJ/,16/04,nao,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 16/04.",mandetta,https://www.instagram.com/p/B_DlM07AQm7/,16/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Na tarde desta quinta-feira(16), o presidente da república, @jairmessiasbolsonaro nomeou o médico Nelson Luiz Sperle Teich para exercer o cargo de Ministro de Estado da Saúde.",mandetta,https://www.instagram.com/p/B_DpaHJAd1b/,16/04,nao,nao,nao,nao,nao,nao,print,ms,geral
"Fique atento: a febre amarela pode matar. A vacina é a forma mais segura e eficaz de se proteger da doença. Se você ainda não tomou a vacina, procure um Posto de Saúde e leve a caderneta de vacinação.",mandetta,https://www.instagram.com/p/B_Ds_fJAHbL/,16/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"O coronavírus traz riscos ainda maiores para pessoas acima de 60 anos. Os cuidados nos asilos ou casas de repouso devem ser redobrados.
Confira as recomendações.",teich,https://www.instagram.com/p/B_F8sZHghxf/,17/04,sim,sim,nao,nao,sim,sim,arte,ms,idosos
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 17/04.",teich,https://www.instagram.com/p/B_GBS7vhO82/,17/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Trazer uma vida melhor para os brasileiros 🇧🇷. Esse é o compromisso do novo ministro da Saúde, Nelson Teich, que tomou posse nesta sexta-feira (17). Confira um trecho do depoimento.",teich,https://www.instagram.com/p/B_GG_YqggDq/,17/04,nao,nao,nao,nao,nao,nao,arte | video,ms,geral
Posse do ministro Nelson Teich,teich,https://www.instagram.com/p/B_GSFRfgucB/,17/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"Hoje (17/04), o médico Nelson Teich recebeu do Presidente da República,",teich,https://www.instagram.com/p/B_GcS4iAK31/,17/04,nao,nao,nao,nao,nao,nao,arte | foto,ms,geral
O Ministério da Saúde e a Organização Pan-Americana da Saúde (Opas/OMS) lançam uma campanha para cuidados em saúde mental.,teich,https://www.instagram.com/p/B_GfVFqHAcB/,17/04,sim,nao,nao,nao,sim,nao,video,ms,profissionais_saude
"Ministro da Saúde, Nelson Teich, envia carta para direção do @ConassOficial e
@conasems reforçando a parceria de trabalho entre os gestores da saúde do Brasil.",teich,https://www.instagram.com/p/B_Gha4tAQTs/,17/04,sim,nao,nao,nao,nao,nao,documento,ms,geral
"Em seu primeiro discurso como ministro da Saúde, Nelson Teich destacou que pretende trabalhar de forma integrada com os demais ministérios e também com os governos locais para a garantia do bem-estar das pessoas.",teich,https://www.instagram.com/p/B_HrCMggRA3/,18/04,nao,nao,nao,nao,nao,nao,arte | foto,ms,geral
"Sabia que a possibilidade de ser fisicamente ativo pode estar escondida na sua rotina? Se você ainda não sabia disso, vamos te contar o que está por trás daquele dia de faxina que todo mundo tanto torce o nariz.",teich,https://www.instagram.com/p/B_H4-3hAdEW/,18/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
Mande um “oi” no nosso número no WhatsApp: (61) 9938-0031 e faça o diagnóstico do #coronavirus sem sair de casa. Tele-SUS. Consulta sem sair de casa.,teich,https://www.instagram.com/p/B_Ic97sHYDP/,18/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O Ministério da Saúde dividiu a campanha de vacinação em 3 fases. Atenção ao início de cada uma delas.
23 de março: idosos com 60 anos ou mais e trabalhadores da saúde.
16 de abril: membros das forças de segurança e salvamento, doentes crônicos, caminhoneiros, motoristas e cobradores de transporte coletivo, população indígena e trabalhadores portuários.
9 de maio: professores, crianças de 6 meses a menores de 6 anos, grávidas, mães no pós-parto, população indígena, pessoas com 55 anos ou mais e pessoas com deficiência.
Procure um posto de saúde e leve a caderneta de vacinação.
Saiba mais em saude.gov.br/vacinabrasil",teich,https://www.instagram.com/p/B_IhdbpAH-Q/,18/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 18/04.
⠀",teich,https://www.instagram.com/p/B_Itp1-ALwU/,18/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Nossa população indígena também precisa de atenção e cuidado contra a gripe.
Saiba mais em saude.gov.br/vacinabrasil
⠀",teich,https://www.instagram.com/p/B_IvPPdgBRO/,18/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Sabia que a Vacinação contra a gripe está acontecendo por fases? E a segunda fase já começou para doentes crônicos, membros das forças de segurança e salvamento, caminhoneiros, motoristas e cobradores de transporte coletivo, população indígena e trabalhadores portuários.",teich,https://www.instagram.com/p/B_KdMw1AoMn/,19/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
Confira a tabela e veja a diferença dos sintomas do #coronavírus para outros tipos de doenças respiratórias Você sabia que não precisa sair de casa para tirar dúvidas sobre o coronavírus? Basta ligar para o número 136.,teich,https://www.instagram.com/p/B_LRG3uggtV/,19/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 19/04.",teich,https://www.instagram.com/p/B_Lbk3agn0s/,19/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Em videoconferência, os ministros da Saúde do #G20 se comprometeram a atuar juntos contra a #covid19.",teich,https://www.instagram.com/p/B_LrhbdHaV8/,19/04,sim,nao,nao,nao,nao,nao,video,ms,geral
Força Nacional do SUS reforça atendimento ao coronavírus em Manaus,teich,https://www.instagram.com/p/B_Ly665jwV-/,19/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"Atenção: desde 16 de abril, estão sendo vacinados membros das forças de segurança e salvamento, doentes crônicos, caminhoneiros, motoristas e cobradores de transporte coletivo, população indígena e trabalhadores portuários portuários.
Se você faz parte do público prioritário, procure um posto de saúde e leve a caderneta de vacinação.",teich,https://www.instagram.com/p/B_M0cTZAIGW/,20/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Agora, você pode fazer o diagnóstico do coronavírus sem precisar sair de casa. O Tele-SUS une atenção, tecnologia, medicina e suporte profissional com enfermeiros e médicos. Basta ligar para 136.",teich,https://www.instagram.com/p/B_NCQh3AM_D/,20/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"Pessoas entre 9 meses e 59 anos de idade que ainda não se vacinaram, devem tomar a vacina contra a febre amarela. Procure um Posto de Saúde e leve a caderneta de vacinação.",teich,https://www.instagram.com/p/B_NrRhrAA-O/,20/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 20/04.",teich,https://www.instagram.com/p/B_N57R7goKM/,20/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"O Ministério da Saúde começou a distribuir mais de 10 milhões de Equipamentos de Proteção Individual (EPIs), usados por profissionais de saúde, que realizam atendimento dos pacientes infectados pelo #coronavírus, em todo o país.",teich,https://www.instagram.com/p/B_OCr_Hgeke/,20/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O Ministério da Saúde convocou, por chamamento público, empresas interessadas em fornecer 12 milhões de testes rápidos (sorologia) para diagnóstico da COVID-19. Esta é mais uma ação do Governo do Brasil para ampliar a testagem do #coronavírus no SUS.",teich,https://www.instagram.com/p/B_OYRBqgWwE/,20/04,sim,nao,nao,nao,nao,nao,arte,ms,empresas
"Crianças de todo o Brasil estão em casa, seguindo a recomendação para ajudar no combate ao novo coronavírus. É hora de redobrar a atenção para prevenir acidentes domiciliares.",teich,https://www.instagram.com/p/B_Pm2gNANXJ/,21/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"RECADO PARA AS CRIANÇAS!
Será que você ou alguém próximo está com sintomas da COVID-19, doença causada pelo coronavírus? Saiba o que fazer e acesse a história completa em tinyurl.com/s93dd5n ou saude.gov.br/coronavirus",teich,https://www.instagram.com/p/B_P0el3A2vZ/,21/04,sim,nao,nao,nao,sim,nao,arte,ms,criancas
"▶️🇧🇷Reforço no atendimento a pacientes com #coronavírus.
O Ministério da Saúde assinou o terceiro contrato com empresa brasileira para a compra de respiradores. O equipamento é fundamental para pacientes graves que têm dificuldade de respirar sozinhos. No total, o Governo do Brasil já comprou 14.100 respiradores produzidos no Brasil.",teich,https://www.instagram.com/p/B_QRZKhJc5t/,21/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 21/04.",teich,https://www.instagram.com/p/B_QdurEAR0B/,21/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"O Governo do Brasil quase dobra a quantidade de testes que serão disponibilizados para o enfrentamento do #coronavírus. A previsão de aquisição de exames saltou de 23,9 milhões para 46,2 milhões. São testes comprados pelo Ministério da Saúde e doados, para ampliar a testagem do coronavírus no Brasil",teich,https://www.instagram.com/p/B_Q5DU7J7XC/,21/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Fique atento: a febre amarela pode matar. Se você ainda não tomou a vacina, procure um Posto de Saúde e leve a caderneta de vacinação.",teich,https://www.instagram.com/p/B_R91ORgdzF/,22/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Com crianças em casa, escolha brincadeiras seguras para fazer com elas e confira outras dicas para prevenir acidentes domiciliares. Vamos proteger as crianças e preservar leitos essenciais para o tratamento de pacientes infectados pelo novo coronavírus.",teich,https://www.instagram.com/p/B_Sm_MhAmjD/,22/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil, até as 14h de 22/04.",teich,https://www.instagram.com/p/B_TAb0dghpO/,22/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Todos os dias, milhares de profissionais de saúde ficam na linha de frente do combate ao #coronavírus. Em um ritmo de trabalho intenso, correndo riscos e enfrentando adversidades, essas pessoas podem desenvolver sintomas como ansiedade, depressão e irritabilidade, entre outros. Assim, pensando na saúde mental dessas pessoas, o @governodobrasil disponibilizará, entre maio e setembro, um canal para teleconsulta psicológica para elas.",teich,https://www.instagram.com/p/B_TVXFkgAUs/,22/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
"O Ministro da Saúde, Nelson Teich, apresentou hoje (22) os três pilares que guiarão o Ministério da Saúde no combate ao #coronavírus. Confira no vídeo!
1 sem",teich,https://www.instagram.com/p/B_TeTPoj-Ib/,22/04,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
"Já está no Brasil🇧🇷 a primeira parte dos 10 milhões de testes adquiridos pelo Ministério da Saúde, por intermédio da Organização Pan-Americana da Saúde (OPAS), para testagem de #coronavírus.",teich,https://www.instagram.com/p/B_UiKYtgNqv/,23/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Você, que é trabalhador da saúde e ainda não se vacinou, procure um posto de saúde e proteja-se da gripe. Leve a caderneta de vacinação.",teich,https://www.instagram.com/p/B_UwYCegxvu/,23/04,nao,nao,nao,nao,sim,nao,arte,ms,profissionais_saude
"Pessoas que correm mais riscos na pandemia estão mais vulneráveis e devem receber mais atenção.
Fique atento e saiba mais em saude.gov.br/coronavirus",teich,https://www.instagram.com/p/B_VLz_Vg2s7/,23/04,sim,sim,nao,nao,sim,nao,arte,ms,doente_cronico
Saiu a primeira edição da Pesquisa de Vigilância de Fatores de Risco e Proteção para Doenças crônicas por Inquérito Telefônico (Vigitel) sobre a COVID-19. Os resultados mostram o comportamento dos brasileiros diante da pandemia de #coronavírus.,teich,https://www.instagram.com/p/B_VcE50AqvG/,23/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 23/04.",teich,https://www.instagram.com/p/B_VlVJLAkXW/,23/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
🥼Mais 13 voluntários da Força Nacional do SUS chegam a Manaus (AM) para reforçar o atendimento no combate ao #coronavírus.,teich,https://www.instagram.com/p/B_VtcXLArJG/,23/04,sim,nao,nao,nao,nao,nao,foto,ms,geral
🏥🇧🇷 O Brasil ganhou o reforço de mais 1.134 leitos de UTI preparados para combater o #coronavírus. É o Governo do Brasil fortalecendo o SUS no enfrentamento à pandemia de #covid19,teich,https://www.instagram.com/p/B_V5c1hhGmZ/,23/04,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
"O Ministério da Saúde convoca empresas para venda de equipamentos e insumos. O Governo do Brasil vai comprar 35,3 milhões de Equipamentos de Proteção Individual para profissionais de saúde no combate ao #coronavirus. Saiba mais https://bit.ly/350YCEj‬",teich,https://www.instagram.com/p/B_WAERCAAQs/,23/04,sim,nao,nao,nao,nao,nao,arte,ms,empresas
"🏥SUS mais forte contra o #coronavírus. O Ministério da Saúde vai garantir o funcionamento de mais 1.134 leitos de UTI, por 90 dias, nos estados do AC, AL, CE, MA, PA, PE, PI, RN e SP. É mais um reforço do Governo do Brasil no enfrentamento à pandemia do coronavírus
Saiba mais https://bit.ly/352xtkI
#covid19
#coronavirusbrasil",teich,https://www.instagram.com/p/B_WQX-HgD0v/,24/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O @minsaude alerta: se você é fumante, corre mais risco de contrair o COVID-19. Se possível, procure melhorar seus hábitos de saúde para se proteger.",teich,https://www.instagram.com/p/B_XHYLVg1rl/,24/04,sim,sim,nao,nao,sim,nao,arte,ms,fumantes
"Dia Nacional da Libras

Para celebrar o Dia Nacional da Libras, a presidente do Conselho do Pátria Voluntária, primeira-dama @michellebolsonaro, reuniu pessoas fundamentais que atuam no @governodobrasil pela busca da inclusão de toda comunidade surda na sociedade. Hoje comemoramos as primeiras conquistas de muitas outras que estão por vir. Confira!
@patria.voluntaria",teich,https://www.instagram.com/p/B_YGeR2p7Bt/,24/04,nao,nao,nao,nao,sim,nao,video,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 24/04.
⠀",teich,https://www.instagram.com/p/B_YPfPDAMOt/,24/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
